cnpj;tx_razao_social_osc;tx_nome_fantasia_osc;dt_fundacao_osc;removida_do_mosc;data_fechamento;ano_fechamento;tx_endereco_completo;municipio_nome;UF_Sigla;longitude;latitude;cnae;Area_Assistencia_social;Populacao
58978719000181;ASSOCIACAO BENEFICENTE ASSISTENCIAL DORCAS DE MADUREIRA DE ITAPEVA - ASBADMI;ASBADMI;1989-05-02;não;;;RUA LINS14, VILA N S DE FATIMA, Itapeva, SP, 18409040;Itapeva;SP;-48,8821683449996;-23,9821956769996;87301.0;1.0;92.393
8277879000206;ASSOCIACAO BENEFICENTE AO TEU ENCONTRO;ASSOCIACAO BENEFICENTE AO TEU ENCONTRO;2018-03-08;não;;;CHACARA BERSEBASN, PARQUE PLANALTO, Itapeva, SP, 18400970;Itapeva;SP;-48,8804460939996;-23,9815905199996;87204.0;1.0;92.393
41715409000171;ONG SOS PONTO SOLIDARIO ITAPEVA;ONG SOS PONTO SOLIDARIO;2020-12-16;não;;;RUA BENJAMIN CONSTANT372, JARDIM FERRARI, Itapeva, SP, 18405000;Itapeva;SP;-48,8781448659996;-23,9945639499996;88006.0;1.0;92.393
8277879000397;ASSOCIACAO BENEFICENTE AO TEU ENCONTRO;ASSOCIACAO AO TEU ENCONTRO;2021-02-08;não;;;RUA EURICO MONTEIRO DE ALMEIDA279, JARDIM MARINGA, Itapeva, SP, 18400970;Itapeva;SP;-48,8804460939996;-23,9815905199996;87301.0;1.0;92.393
49802762000109;LAR VICENTINO DE ITAPEVA;;1970-10-29;não;;;PRACA DOM SILVIO MARIA DARIO126, CENTRO, Itapeva, SP, 18400004;Itapeva;SP;-48,8794918609996;-23,9813707789996;87115.0;1.0;92.393
2936033000173;AVACCI ( ASSOCIACAO DOS VOLUNTARIOS DE APOIO E COMBATE AO CANCER DE ITAPEVA;AVACCI;1999-01-12;não;;;RUA JOSE BASILIO ARAUJO FERRAZ50, JARDIM DOUTOR PINHEIRO, Itapeva, SP, 18400600;Itapeva;SP;-48,8748906479996;-23,9788831479996;87115.0;1.0;92.393
8254201000127;CENTRO DE RECUPERACAO LUZ PARA VIDA;;2006-08-23;não;;;ESTRADA VELHA SAO JOAO DA BOA VISTA - AGUAIS/N,       KM 3,5, SITIO CAPITOBINHA, São João da Boa Vista, SP, 13870005;S�o Jo�o Da Boa Vista;SP;-46,7935700179996;-21,9709760909996;87204.0;1.0;96.080
67161745000103;ASSOCIACAO BENEDITO MOREIRA CURIMBABA;;1992-10-02;não;;;RUA JULIO MICHELAZZOSN, V N S FATIMA, São João da Boa Vista, SP, 13872660;S�o Jo�o Da Boa Vista;SP;-46,8116920299996;-21,9804019839996;88006.0;1.0;96.080
251792000177;ASSOC DOS RENAIS CRONICOS CARENTES DE S J B VISTA E REG;ARCROS;1994-10-07;não;;;RUA DR OCTAVIO DA SILVA BASTOS3095, RECANTO DO BOSQUE, São João da Boa Vista, SP, 13874148;S�o Jo�o Da Boa Vista;SP;-46,7801622209996;-21,9697772189996;87301.0;1.0;96.080
97437511000107;ASPA ASSOCIACAO SANJOANENSE DE PREVENCAO A AIDS;;1994-04-19;não;;;RUA JARBAS AMARAL DE CARVALHO115, JARDIM PROGRESSO, São João da Boa Vista, SP, 13876460;S�o Jo�o Da Boa Vista;SP;-46,7776409309996;-21,9919220509996;87115.0;1.0;96.080
59766717000191;LAR SANTO ANTONIO;;1970-04-13;não;;;RUA GELSON DIAS FIALHO, 45, , JARDIM DONA TEREZA, São João da Boa Vista, SP, 13871148;S�o Jo�o Da Boa Vista;SP;-46,799215;-21,985739;94308.0;1.0;96.080
20985334000179;VIVA VIDA - CENTRO DE APOIO PARA AS PESSOAS CARENTES EM TRATAMENTO DE CANCER;VIVA VIDA;2014-08-14;não;;;RUA JOAO SARTORELLO11, SAO BENEDITO, São João da Boa Vista, SP, 13871011;S�o Jo�o Da Boa Vista;SP;-46,8019971059996;-21,9777456799996;87115.0;1.0;96.080
5116931001579;ASSOCIACAO BRASILEIRA DE ASSISTENCIA AS PESSOAS COM CANCER - ABRAPEC;ABRAPEC;2009-08-24;não;;;RUA SAO LUCAS49, PERPETUO SOCORRO, São João da Boa Vista, SP, 13870529;S�o Jo�o Da Boa Vista;SP;-46,7942968769996;-21,9753194819996;94308.0;1.0;96.080
45911754000131;ASSOCIACAO AMOR DOANDO AMOR;;2022-03-29;não;;;CHACARA SHALON860, AREA RURAL DE SAO JOAO DA BOA VISTA, São João da Boa Vista, SP, 13879899;S�o Jo�o Da Boa Vista;SP;-46,8654931229996;-21,8880516139996;87204.0;1.0;96.080
59767210000152;LAR VICENTINO SAO JOSE - OBRA UNIDA DA SOCIEDADE DE SAO VICENTE DE PAULO;;1970-06-18;não;;;RUA ANTONIO LUCIO DOS SANTOS87, SANTO ANTONIO, São João da Boa Vista, SP, 13871208;S�o Jo�o Da Boa Vista;SP;-46,8063520619996;-21,9854346959996;94308.0;1.0;96.080
7711648000115;ASSOCIACAO ASSISTENCIAL AGAPE;;2005-11-21;não;;;RUA MATO GROSSO, 595, , VILA FLEMING, São João da Boa Vista, SP, 13876040;S�o Jo�o Da Boa Vista;SP;-46,783555;-21,989121;88006.0;1.0;96.080
51924611000167;ASSOCIACAO DE EDUCACAO DO HOMEM DE AMANHA DE SAO JOAO DA BOA VISTA - A.E.H.A.;A.E.H.A.;1983-08-16;não;;;RUA JOAO GARCIA RAMOS55, JARDIM DOS IPES II, São João da Boa Vista, SP, 13876608;S�o Jo�o Da Boa Vista;SP;-46,7733395679996;-21,9896737149996;94308.0;1.0;96.080
59768739000190;CASA DA GESTANTE-SSR;;1971-05-05;não;;;RUA QUATORZE DE JULHO913, VILA ORIENTAL, São João da Boa Vista, SP, 13870674;S�o Jo�o Da Boa Vista;SP;-46,7921294909996;-21,9827227729996;94308.0;1.0;96.080
3295254000172;CENTRO DE ATENDIMENTO AO ADOLESCENTE E A CRIANCA COM HUMANISMO;CAACCH;1999-07-21;não;;;RUA MARECHAL DEODORO244,       252, CENTRO, São João da Boa Vista, SP, 13870223;S�o Jo�o Da Boa Vista;SP;-46,8000333619996;-21,9676650049996;94308.0;1.0;96.080
16624904000128;CENTRO DE ATENCAO A APRENDIZAGEM E AO COMPORTAMENTO INFANTIL CASULO;CASULO;2012-07-26;não;;;RUA JOAO PESSOA345, VILA ORIENTAL, São João da Boa Vista, SP, 13870676;S�o Jo�o Da Boa Vista;SP;-46,7909955609996;-21,9827321919996;88006.0;1.0;96.080
59763995000195;LAR SAO VICENTE DE PAULO;LAR SAO VICENTE DE PAULO;1970-05-22;não;;;AVENIDA JOAO OSORIO328, CENTRO, São João da Boa Vista, SP, 13870251;S�o Jo�o Da Boa Vista;SP;-46,7970074549996;-21,9805683949996;87115.0;1.0;96.080
59766709000145;S.A.S SERVICO DE ASSISTENCIA SOCIAL;;1970-04-01;não;;;RUA DR.CARLOS KIELANDER155, CENTRO, São João da Boa Vista, SP, 13870217;S�o Jo�o Da Boa Vista;SP;-46,8002123329996;-21,9687868239996;85112.0;1.0;96.080
60601283002100;CONGREGACAO DO SANTISSIMO REDENTOR;CENTRO DE ASSISTENCIA SOCIAL PERPETUO SOCORRO;1970-08-17;não;;;RUA TOPAZIO26, VILA GOMES, São João da Boa Vista, SP, 13870669;S�o Jo�o Da Boa Vista;SP;-46,7911099409996;-21,9873118709996;88006.0;1.0;96.080
61600839007168;CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E;CIEE;2001-02-21;não;;;AVENIDA DOUTOR OCTAVIO DA SILVA BASTOS2439, EDIF  E, JARDIM NOVA SAO JOAO, São João da Boa Vista, SP, 13874149;S�o Jo�o Da Boa Vista;SP;-46,7715411219996;-21,9681018909996;88006.0;1.0;96.080
67161810000109;ASSC.PES.PORTADORA DE DEFICIENCIA S. FRANCISCO DE ASSIS;;1992-08-17;não;;;RUA AUGUSTO CAETANO275, JARDIM NOVA SAO JOAO, São João da Boa Vista, SP, 13874143;S�o Jo�o Da Boa Vista;SP;-46,7752999569996;-21,9706648959996;94308.0;1.0;96.080
4942217000171;ASSOCIACAO DE VALORIZACAO E PROMOCAO DAS PESSOAS COM DEFICIENCIA - AVAPED;;2002-02-15;não;;;RUA JULIO DE FREITAS520, VILA CONCEICAO, São João da Boa Vista, SP, 13872010;S�o Jo�o Da Boa Vista;SP;-46,8056729599996;-21,9651441629996;94308.0;1.0;96.080
14677738000100;ASSOCIACAO MARIA MATEUS PEREIRA ' DONA CIDA';;2010-11-25;não;;;RUA PROFESSORA LUIZA MILAN56, JARDIM BELA VISTA, São João da Boa Vista, SP, 13871107;S�o Jo�o Da Boa Vista;SP;-46,7978224669996;-21,9834642229996;88006.0;1.0;96.080
2317467000195;LAR DO PEQUENO VICENTE;;1997-10-30;não;;;RUA ANTONIO ALEXANDRE NEDER45, JARDIM NOVA REPUBLICA IV, São João da Boa Vista, SP, 13875256;S�o Jo�o Da Boa Vista;SP;-46,7757458139996;-21,9844173889996;94308.0;1.0;96.080
14823623000179;ASSOCIACAO BENEFICENTE '' COMUNIDADE TERAPEUTICA VIDA VITORIOSA '';VIDA VITORIOSA;2011-12-26;não;;;RUA SACO DO JAGUARI1000, ANEXO ZONA RURAL, CHACARA SERTANEJO - PEDRA RECHADA, São João da Boa Vista, SP, 13870005;S�o Jo�o Da Boa Vista;SP;-46,7935700179996;-21,9709760909996;87204.0;1.0;96.080
44832426000187;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SAO JOAO DA BOA VISTA;;1971-08-12;não;;;AVENIDA DR LUIZ GAMBETA SARMENTO921, SANTO ANTONIO, São João da Boa Vista, SP, 13871200;S�o Jo�o Da Boa Vista;SP;-46,8021119349996;-21,9843213989996;94308.0;1.0;96.080
11933429000158;INSTITUTO E-DUCAR;;2010-04-14;não;;;RUA PROF HUGO SARMENTO206,       1 ANDAR, CENTRO, São João da Boa Vista, SP, 13870030;S�o Jo�o Da Boa Vista;SP;-46,7947315199996;-21,9688760849996;88006.0;1.0;96.080
1972086000420;ASSOCIACAO FILANTROPICA E ASSISTENCIAL CRISTIANO OSORIO DE OLIVEIRA FILHO;PRJETO FENIX;2011-04-15;não;;;ESTRADA VICINAL SAO JOAO DA BOA VISTA / VARGEM GRANDE DO SULS/N, KM    12, LAGOA FORMOSA, São João da Boa Vista, SP, 13870971;S�o Jo�o Da Boa Vista;SP;-46,7932493009996;-21,9752820289996;87204.0;1.0;96.080
54681499000250;ASS ENSINO DA RENOVACAO CARISMATICA CATOLICA SJBVISTA;;1988-04-05;não;;;PRACA ROQUE FIORIS/N, CENTRO, São João da Boa Vista, SP, 13870109;S�o Jo�o Da Boa Vista;SP;-46,7965210599996;-21,9737246379996;87115.0;1.0;96.080
54681499000179;ASS ENSINO DA RENOVACAO CARISMATICA CATOLICA SJBVISTA;;1988-03-15;não;;;AVENIDA TEREZIANO VALIM101, CENTRO, São João da Boa Vista, SP, 13870140;S�o Jo�o Da Boa Vista;SP;-46,7994242329996;-21,9737414889996;87115.0;1.0;96.080
1972086000349;ASSOCIACAO FILANTROPICA E ASSISTENCIAL CRISTIANO OSORIO DE OLIVEIRA FILHO;PROJETO FENIX;2011-04-15;não;;;AVENIDA PINHEIRO PINUS866,       PINUS PESQUEIRO, PEDREGULHO, São João da Boa Vista, SP, 13870005;S�o Jo�o Da Boa Vista;SP;-46,7935700179996;-21,9709760909996;87204.0;1.0;96.080
51046914000124;ASSOCIACAO BRASILEIRA DE PILOTOS DE AUTOMOBILISMO E MOTOCICLISMO;ABPAM;2023-04-05;não;;;RUA ANTONIO TAVARES16, APT   12-B, VILA CARVALHO, São João da Boa Vista, SP, 13870258;S�o Jo�o Da Boa Vista;SP;-46,8007344429996;-21,9716005679996;88006.0;1.0;96.080
7711648000387;ASSOCIACAO ASSISTENCIAL AGAPE;;2023-07-17;não;;;RUA JOAO BOAVENTURA, 50, , JARDIM RECANTO DAS AGUAS, São João da Boa Vista, SP, 13871062;S�o Jo�o Da Boa Vista;SP;-46,8029215069;-21,9788038829;88006.0;1.0;96.080
3893350004703;INSTITUTO JURIDICO PARA EFETIVACAO DA CIDADANIA E SAUDE;;2024-06-05;não;;;RUA DOUTOR TEOFILO RIBEIRO DE ANDRADE, 277, , CENTRO, São João da Boa Vista, SP, 13870210;S�o Jo�o Da Boa Vista;SP;-46,799259;-21,968618;87301.0;1.0;96.080
59207879000190;FUNDACAO DE TOLEDO BOULIEU;;2025-01-29;não;;;RUA OCTAVIO PARREIRA, 79, SALA  01, JARDIM DAS PAINEIRAS, São João da Boa Vista, SP, 13874720;S�o Jo�o Da Boa Vista;SP;-46,721394;-21,956701;88006.0;1.0;96.080
1972086000187;ASSOCIACAO FILANTROPICA E ASSISTENCIAL CRISTIANO OSORIO DE OLIVEIRA FILHO;;1997-06-19;não;;;FAZENDA FAZENDA LAGOA FORMOSAS/N, ZONA RURAL, São João da Boa Vista, SP, 13870970;S�o Jo�o Da Boa Vista;SP;-46,7932493009996;-21,9752820289996;87204.0;1.0;96.080
59767715000117;GRUPO DA FRATERNIDADE IRMAO JOSEPH;;1970-10-01;não;;;RUA BERNARDINO DE CAMPOS485, VILA CONRADO, São João da Boa Vista, SP, 13870248;S�o Jo�o Da Boa Vista;SP;-46,7952666379996;-21,9790078949996;87115.0;1.0;96.080
4810265000106;CAMID-CASA DE APOIO AO MENOR IRMA DULCE;CAMID;2001-11-28;não;;;RUA SANTA TEREZINHA350, JARDIM DONA TEREZA, São João da Boa Vista, SP, 13871140;S�o Jo�o Da Boa Vista;SP;-46,7973546309996;-21,9866942199996;87301.0;1.0;96.080
19031360000189;CRECHE PARA IDOSOS SENHORA SANTANA;CRECHE SENHORA SANTANA;2013-09-19;não;;;AVENIDA SANTOS DUMONT2029, BRABANCIA, Avaré, SP, 18703000;Avar�;SP;-48,9326919339996;-23,1177775159996;94308.0;1.0;96.450
27297582000176;ASSOCIACAO ESPIRITA ARCO - IRIS DE AVARE;;2017-03-08;não;;;RUA RIO GRANDE DO SUL1964, BRAZ I, Avaré, SP, 18701190;Avar�;SP;-48,9194596349996;-23,0997070339996;88006.0;1.0;96.450
61600839008300;CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E;CIEE;2003-09-18;não;;;RUA RIO DE JANEIRO1622, CENTRO, Avaré, SP, 18701200;Avar�;SP;-48,9203259049996;-23,1005528109996;88006.0;1.0;96.450
45932043000143;CENTRO DE EDUCACAO INFANTIL CRECHE SANTA TEREZINHA DE AVARE;;1976-05-12;não;;;RUA PARAIBA889, CENTRO, Avaré, SP, 18700110;Avar�;SP;-48,9295933619997;-23,1045605899996;85112.0;1.0;96.450
50809037000133;VOLUNTARIOS ANONIMOS DE AVARE;VANA;1982-03-12;não;;;RUA JUSCELINO KUBITSCHEK420, CENTRO, Avaré, SP, 18702730;Avar�;SP;-48,9074072629996;-23,1071756269996;94308.0;1.0;96.450
14595480000195;GRUPO DE ASSISTENCIA AO ADOLESCENTE E DESENVOLVIMENTO DA CRIANCA;G.A.A.D.C;2011-10-24;não;;;RUA AMERICA181, VILA RIO NOVO, Avaré, SP, 18703150;Avar�;SP;-48,9292313829996;-23,1152580199996;94308.0;1.0;96.450
19624463000152;(I.N.A.D.) INSTITUTO NACIONAL DE AUXILIO AO DEPENDENTE;I.N.A.D.;2013-12-26;não;;;RUA CAMILO DE SOUZA LEME91, CENTRO, Avaré, SP, 18702490;Avar�;SP;-48,9058916189996;-23,1065911689996;87204.0;1.0;96.450
8951202000120;'AMOR E VIDA - GRUPO DE APOIO AOS PORTADORES DE AIDS';;2007-06-21;não;;;RUA RIO GRANDE DO NORTE1369, JARDIM SANTA CRUZ, Avaré, SP, 18700230;Avar�;SP;-48,9280862399996;-23,1027453149996;87115.0;1.0;96.450
666056000180;ASSOCIACAO AMIGO SOLIDARIO AAS;;1995-06-23;não;;;RUA JACY COUTINHO, 451, , JARDIM PAINEIRAS, Avaré, SP, 18705680;Avar�;SP;-48,944477;-23,107782;88006.0;1.0;96.450
50800051000176;EDUCANDARIO SANTA MARIA;;1981-01-13;não;;;PRACA PADRE TAVARES55, CENTRO, Avaré, SP, 18700190;Avar�;SP;-48,9265823299996;-23,0978057989996;94308.0;1.0;96.450
54709316000186;RESIDENCIA DO AMOR FRATERNAL DE AVARE;RESIDENCIA DO AMOR FRATERNAL DE AVARE - RAFA;1990-04-09;não;;;RUA SAO DIMAS100, VERA CRUZ, Avaré, SP, 18708160;Avar�;SP;-48,9163317769996;-23,0892015149996;87115.0;1.0;96.450
44582583000181;FUNDACAO PADRE EMILIO IMMOOS;;1971-05-24;não;;;ESTRADA CHACARA VERA CRUZS N, VERA CRUZ, Avaré, SP, 18701175;Avar�;SP;-48,8862200819996;-23,1017688249996;87301.0;1.0;96.450
44586386000130;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE AVARE;APAE AVARE;1970-03-23;não;;;AVENIDA DONGUINHA MERCADANTE3511, JARDIM PAINEIRAS, Avaré, SP, 18705650;Avar�;SP;-48,9785205679996;-23,0925453259996;94308.0;1.0;96.450
51521979000184;ASSOCIACAO ESPIRITA O BOM SAMARITANO;;1987-09-11;não;;;RUA BAHIA426, CENTRO, Avaré, SP, 18700090;Avar�;SP;-48,9261866369996;-23,0998862679996;94308.0;1.0;96.450
54708144000126;COLONIA ESPIRITA FRATERNIDADE;;1988-06-29;não;;;RUA PROFESSORA DANUZIA D SANTI670, IPIRANGA, Avaré, SP, 18701144;Avar�;SP;-48,9036103019996;-23,0952657709996;88006.0;1.0;96.450
3147588000107;ASSOCIACAO BENEFICENTE SAO CAMILO;;1999-04-13;não;;;RUA MANECO DIONISIO318, JD PLANALTO, Avaré, SP, 18701480;Avar�;SP;-48,9130410309996;-23,1107308219996;87301.0;1.0;96.450
54710363000140;ASSOCIACAO DAS PROFESSORAS APOSENTADAS DE AVARE;;1991-03-25;não;;;RUA DUBLIN140, JARDIM EUROPA III, Avaré, SP, 18708530;Avar�;SP;-48,9218146359996;-23,0874664129996;87301.0;1.0;96.450
57268906000109;ASSOCIACAO BENEFICIENTE ONCOLOGICA VOLUNTARIOS DE AVARE;ABOVA;1993-04-12;não;;;RUA PARA937, CENTRO, Avaré, SP, 18705030;Avar�;SP;-48,9220581979996;-23,0975502279996;88006.0;1.0;96.450
24691907000102;CASA DE AUXILIO A FAMILIA PENIEL;CASA DE AUXILIO A FAMILIA PENIEL;2016-04-27;não;;;RODOVIA CASTELO BRANCO KM 240SN, CENTRO, Avaré, SP, 18700971;Avar�;SP;-48,8838062349996;-22,9496457919996;87204.0;1.0;96.450
71542922000330;C A V CENTRO DE AUXILIO A VIDA;CAV CENTRO DE AUXILIO A VIDA;2010-06-25;não;;;RODOVIA PRESIDENTE CASTELO BRANCOS/N,       KM 240, GUARUJA, Avaré, SP, 18700005;Avar�;SP;-48,8838062349996;-22,9496457919996;87301.0;1.0;96.450
24477083000172;COMUNIDADE DE ALIANCA FILHOS DO CORACAO MISERICORDIOSO DE JESUS;;2016-03-04;não;;;RUA PARA, 848, , CENTRO, Avaré, SP, 18705030;Avar�;SP;-48,927669;-23,096397;88006.0;1.0;96.450
52817701000111;AVB (ACAO VOLUNTARIA DO BRASIL);AVB (ACAO VOLUNTARIA DO BRASIL);2023-11-08;não;;;RUA SANTOS DUMONT, 2490, , PARQUE RESIDENCIAL BRABANCIA I, Avaré, SP, 18703000;Avar�;SP;-48,9300653753;-23,1119593666;88006.0;1.0;96.450
885161000100;UNIAO NEGRA AVAREENSE;U.N.A;1995-10-25;não;;;RUA ANTONIETA PAULUCCI907, CONJUNTO HABITACIONAL ALTOS DA BOA VISTA, Avaré, SP, 18708320;Avar�;SP;-48,9165868049996;-23,0860364409996;94308.0;1.0;96.450
44584381000179;CENTRO DE EDUCACAO INFANTIL CASA DA CRIANCA SANTA ELISABETH;;1968-06-28;não;;;AVENIDA PARANAPANEMA531, SAO LUIZ, Avaré, SP, 18701240;Avar�;SP;-48,9073565749996;-23,1108949919996;85112.0;1.0;96.450
44584399000170;SOC EVANGELICA DE ASSISTENCIA RECUPER DE AVARE SEARA;;1968-06-28;não;;;RUA AMERICA301, VILA JARDIM, Avaré, SP, 18703150;Avar�;SP;-48,9292313829996;-23,1152580199996;94308.0;1.0;96.450
45555703000114;NUCLEO DE ORIENT.E CAPAC.A INFANCIA E JUVENT.DE AVARE;NOCAIJA;1974-11-07;não;;;RUA ANGELO PAULUCCI, 140, , CONJUNTO HABITACIONAL ALTOS DA BOA VISTA, Avaré, SP, 18708360;Avar�;SP;-48,918153;-23,083531;94308.0;1.0;96.450
44587095000167;LAR SAO VICENTE DE PAULO;LSVP;1970-09-25;não;;;RUA MATO GROSSO1146, NA, Avaré, SP, 18700150;Avar�;SP;-48,9209676199996;-23,1022605549996;87115.0;1.0;96.450
13442491000172;COMUNIDADE TERAPEUTICA NOVA JORNADA;;2010-11-30;não;;;ESTRADA ESTRADA VICINAL AVARE  ITATINGA KM 4,5-FAZENDA JTS/N, ZONA RURAL, Avaré, SP, 18700005;Avar�;SP;-48,9241379359996;-23,1015865019996;87204.0;1.0;96.450
45932159000182;CONSELHO DE OBRAS SOCIAIS DE AVARE;COSA;1976-05-26;não;;;RUA BAHIA1195, CENTRO, Avaré, SP, 18700090;Avar�;SP;-48,9261866369996;-23,0998862679996;94308.0;1.0;96.450
45086170000179;LAR VICENTINO DE UBATUBA;LAR VICENTINO;1984-06-28;não;;;RUA MINAS GERAIS402, UMUARAMA, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0831107619996;-23,4360453829996;87115.0;1.0;97.096
1390112000169;MISSAO JESUS E LUZ;;1996-08-07;não;;;RUA DAS DALIAS, 172, , JARDIM CAROLINA, Ubatuba, SP, 11691020;Ubatuba;SP;-45,0896830322;-23,4401415537;87204.0;1.0;97.096
35868537000152;INSTITUTO DEVELOP;INSTITUTO DEVELOP DE APRIMORAMENTO HUMANO;2019-12-06;não;;;RUA AVENIDA MARGINAL 02531, MARANDUBA, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0838483149996;-23,4336577659996;88006.0;1.0;97.096
22235914000174;INSTITUTO SOLUCAO;OSCIP SOLUCAO;2015-04-09;não;;;AVENIDA MARINO ELIDIO VIEIRA445, SUMIDOURO, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0679386299996;-23,4108880729996;88006.0;1.0;97.096
6964103000158;INSTITUTO SOCIO EDUCACIONAL CULTURAL TAMOIOS;O.S.C.I.P. TAMOIOS;2004-08-18;não;;;RUA JORDAO HOMEM DA COSTA67, SALA 25, CENTRO, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0719150699996;-23,4351282189996;88006.0;1.0;97.096
49994007000165;GUARDA MIRIM DE UBATUBA;GUARDA MIRIM DE UBATUBA;1978-11-10;não;;;RUA PINHEIROS120, ESTUFA II, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0803546299996;-23,4486768829996;94308.0;1.0;97.096
92251354003738;ASSOCIACAO BENEFICENTE AMURT-AMURTEL;AMURT;2005-06-21;não;;;RUA DEL REY186, SESMARIA, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0838483149996;-23,4336577659996;88006.0;1.0;97.096
23612791000106;INSTITUTO CRIAR UBATUBA;INSTITUTO CRIAR UBATUBA;2015-08-14;não;;;RUA LAURENTINA BRAGA DE ALMEIDA205, MARAFUNDA, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0838483149996;-23,4336577659996;88006.0;1.0;97.096
16110041000847;FUNDACAO CENTRO BRASILEIRO DE PROT E PESQ DAS T MARINHA;PRO TAMAR;1994-07-05;não;;;RUA ANTONIO ATHANASIO273, ITAGUA, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0697425409996;-23,4516299549996;72100.0;1.0;97.096
1561093000196;ASSOCIACAO DE ASSISTENCIA SOCIAL AVIVALISTA;LAR AVIVALISTA - PASTOR JAIME GOMES DE OLIVEIRA;1996-10-31;não;;;RUA NOVA REPUBLICA40, IPIRANGUINHA, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0838483149996;-23,4336577659996;85139.0;1.0;97.096
67658716000151;ASSOCIACAO UBATUBA EFICIENTE;AUBAE;1994-04-25;não;;;RUA LIBERDADE244, CENTRO, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0755636199996;-23,4386081839996;94308.0;1.0;97.096
72750185000162;ASEL ACAO SOCIAL ESTRELA DO LITORAL;ASEL;1970-05-27;não;;;RUA VASCO DA GAMA47, ESTUFA I, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0770886179996;-23,4520934349996;85112.0;1.0;97.096
16782536000146;ASSOCIACAO COMUNITARIA UBATUBA EM FOCO;;2012-08-02;não;;;RUA JASMINS65, SALA  01, MATO DENTRO, Ubatuba, SP, 11691062;Ubatuba;SP;-45,2038124419996;-23,5177358839996;94308.0;1.0;97.096
8599034000156;CENTRO DE RECUPERACAO PROJETO RESGATE MONTE SIAO;C.R.P.R. MONTE SIAO;2007-01-16;não;;;RUA SANTANA1945, SESMARIA, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0947142539996;-23,4663014869996;87204.0;1.0;97.096
20587347000190;INSTITUTO DYNAMUS;OSCIP KAIROS;2014-06-24;não;;;RODOVIA GOVERNADOR MARIO COVAS JUNIOR KM 46198, PEREQUE ACU, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0838483149996;-23,4336577659996;88006.0;1.0;97.096
50323484000188;SAMU SOCIEDADE DE ASSISTENCIA AO MENOR DE UBATUBA;;1986-01-29;não;;;RUA CAPITAO FELIPE289, ITAGUA, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0622320039996;-23,4600571409996;87301.0;1.0;97.096
3562032000179;APAF ASSOCIACAO PROMOCIONAL DE APOIO AO FARMACO-DEPENDENTE;APAF;1999-11-26;não;;;ESTRADA MUNICIPAL DO RIO ESCURO3525, RIO ESCURO, Ubatuba, SP, 11680000;Ubatuba;SP;-45,1640129859996;-23,4913448609996;87204.0;1.0;97.096
19130677000172;COMUNIDADE TERAPEUTICA ROMPENDO EM FE;;2013-10-10;não;;;ESTRADA MUNICIPAL CACHOEIRA DOS MACACOS95, CACHOEIRA DOS MACACOS, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0838483149996;-23,4336577659996;87204.0;1.0;97.096
20662237000145;INSTITUTO CAPIA;INSTITUTO CAPIA;2014-06-23;não;;;RUA JOSE INOCENCIO296, SERTAO DO UBATUMIRIM, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0838483149996;-23,4336577659996;94995.0;1.0;97.096
26435275000141;ASSOCIACAO DE PAIS DO ESPECTRO AUTISTA DE UBATUBA;ASSOCIACAO DE PAIS DO ESPECTRO AUTISTA DE UBATUBA;2016-06-07;não;;;RUA CORONEL DOMICIANO535, CENTRO, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0726095169996;-23,4351606989996;94308.0;1.0;97.096
60378049000104;ASSOCIACAO BENEFICIENTE CRISTA EVANGELICA DE UBATUBA;;1989-12-14;não;;;RUA PROF THOMAZ GALHARDO485, FUNDOS, CENTRO, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0839516239996;-23,4351751339996;87301.0;1.0;97.096
7369707000119;ENTIDADE DE ASSISTENCIA S.O.S COMUNIDADE UBATUBA;S.O.S COMUNIDADE UBATUBA;2004-03-25;não;;;RUA ANTONIO MARQUES DO VALE156, SILOP, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0848672419996;-23,4338362499996;88006.0;1.0;97.096
45086170000250;LAR VICENTINO DE UBATUBA;CAVALO MARINHO;2010-03-09;não;;;AVENIDA ARMANDO DE BARROS PEREIRA795, PRAIA GRANDE, Ubatuba, SP, 11680000;Ubatuba;SP;-45,0654923439996;-23,4701005779996;87115.0;1.0;97.096
