cnpj;tx_razao_social_osc;tx_nome_fantasia_osc;dt_fundacao_osc;removida_do_mosc;data_fechamento;ano_fechamento;tx_endereco_completo;municipio_nome;UF_Sigla;longitude;latitude;cnae;Area_Assistencia_social;Populacao
3739004000184;ASSOCIACAO BRACOS ABERTOS;ABA;2000-03-30;não;;;RUA PASCHOAL PALAZZO663, RETIRO DA MANTIQUEIRA, Cruzeiro, SP, 12712500;Cruzeiro;SP;-44,9578439369996;-22,5593949239996;88006.0;1.0;76.444
44625266000103;ACEF - ALIMENTO COMPLETO ESPIRITUAL E FISICO;ACEF - ALIMENTO COMPLETO ESPIRITUAL E FISICO;2021-11-25;não;;;RUA JOAQUIM AMELIO410, VILA REGINA CELIA, Cruzeiro, SP, 12705520;Cruzeiro;SP;-44,9645968319996;-22,5712505059996;88006.0;1.0;76.444
20115915000150;ASSOCIACAO ACONTECER TECENDO VIDAS;AATV;2014-04-07;não;;;RUA CORONEL BENTO SOARES, 171, ANEXO PRACA CELIA FALEIROS, ITAGACABA, Cruzeiro, SP, 12730340;Cruzeiro;SP;-44,95379;-22,582509;88006.0;1.0;76.444
4293518000111;INSTITUTO KARINHA DE CRIANCA;;2001-01-03;não;;;AVENIDA FRANCISCO PRESTES MAIA261, 1 RET MANTIQUEIRA, Cruzeiro, SP, 12710090;Cruzeiro;SP;-44,9551894279996;-22,5686426449996;88006.0;1.0;76.444
28544216000480;INSTITUTO BENEFICENTE IRMA LOURDES - IBEIL;CASA GIRASSOL;2023-01-12;não;;;RUA DOUTOR CARLOS VARELA, 557, , CENTRO, Cruzeiro, SP, 12701310;Cruzeiro;SP;-44,963586;-22,577573;87301.0;1.0;76.444
1213963000136;FUNDACAO CARLOS MARCELLO CAETANO;;1996-05-20;não;;;RUA CAPITAO OTAVIO RAMOS189, CENTRO, Cruzeiro, SP, 12701360;Cruzeiro;SP;-44,9656482289996;-22,5722534599996;88006.0;1.0;76.444
27718941000111;INSTITUTO PALPARE;;2017-01-24;não;;;AVENIDA PREFEITO FRANCISCO PRESTES MAIA261, VILA CANEVARI, Cruzeiro, SP, 12710090;Cruzeiro;SP;-44,9551894279996;-22,5686426449996;88006.0;1.0;76.444
47437538000121;CENTRO ESPIRITA VICENTE DE PAULO;;1972-04-28;não;;;RUA CAPITAO AVELINO BASTOS546, CENTRO, Cruzeiro, SP, 12701440;Cruzeiro;SP;-44,9615215849996;-22,5772466999996;94910.0;1.0;76.444
50332915000172;GRUPO DA FRATERNIDADE CARMEN CINIRA;;1976-01-01;não;;;RUA JOSE NORBERTO PINTO169, VL ANA ROSA, Cruzeiro, SP, 12705230;Cruzeiro;SP;-44,9727056889996;-22,5761656979996;88006.0;1.0;76.444
47437751000133;ASILO SAO VICENTE DE PAULO;;1969-11-03;não;;;RUA DOM BOSCO567, CENTRO, Cruzeiro, SP, 12701250;Cruzeiro;SP;-44,9632440099996;-22,5733079969996;87115.0;1.0;76.444
9045073000255;INSTITUTO DE ENSINO E PESQUISAS RICO VIVER;TIME BRASIL ESPORTES;2010-09-06;não;;;AVENIDA ROTARY CLUBE2.580, VILA JUVENAL, Cruzeiro, SP, 12702010;Cruzeiro;SP;-44,9638293659996;-22,5903909609996;87204.0;1.0;76.444
15585000000178;ASSOCIACAO AMANDO O PROXIMO;;2012-04-25;não;;;RUA ENGENHEIRO ANTONIO PENIDO19, CENTRO, Cruzeiro, SP, 12701050;Cruzeiro;SP;-44,9569822749996;-22,5754269389996;87301.0;1.0;76.444
47435946000144;INSTITUTO NOSSA SENHORA AUXILIADORA;;1968-11-12;não;;;RUA FRANCISCO NOVAES889, CENTRO, Cruzeiro, SP, 12701230;Cruzeiro;SP;-44,9647843249996;-22,5801232399996;85139.0;1.0;76.444
47436084000174;ASSOCIACAO CIVICA FEMININA;;1968-12-03;não;;;AVENIDA JORGE TIBIRICA849, NA, Cruzeiro, SP, 12710040;Cruzeiro;SP;-44,9572357049996;-22,5736278119996;94308.0;1.0;76.444
47437371000107;EDUCANDARIO SAO VICENTE DE PAULO;;1969-08-26;não;;;RUA DOM BOSCO491, CENTRO, Cruzeiro, SP, 12701250;Cruzeiro;SP;-44,9632440099996;-22,5733079969996;88006.0;1.0;76.444
4599274000108;ASSOCIACAO CASA AGAPE;;2001-06-28;não;;;RUA JORGE NESRALLA RUBEZ2000, JARDIM PARAISO, Cruzeiro, SP, 12721010;Cruzeiro;SP;-44,9507106719996;-22,5505522419996;87204.0;1.0;76.444
7263753000139;INTITUTO PARA O DESENVOLVIMENTO E ASSISTENCIA A SAUDE - IDASA;AMAS;2004-12-23;não;;;RUA DOUTOR CELESTINO1269, SALA  03, VILA CANEVARI, Cruzeiro, SP, 12710260;Cruzeiro;SP;-44,9591514549996;-22,5684076059996;88006.0;1.0;76.444
9413093000150;INSTITUTO EDUCACIONAL E BEM ESTAR SOCIAL MORADA GETSEMANI;;2008-02-27;não;;;RODOVIA NESRALLA RUBEZ2915, EMBAU, Cruzeiro, SP, 12701970;Cruzeiro;SP;-44,9703758809996;-22,5921002789996;87204.0;1.0;76.444
10957542000100;INSTITUTO TERAPEUTICO EFRAIM;;2009-05-11;não;;;RUA CAMPOS SALES51, JARDIM AMERICA, Cruzeiro, SP, 12702240;Cruzeiro;SP;-44,9683704689996;-22,5892897749996;87204.0;1.0;76.444
8439239000174;ASSOCIACAO DE MAES DAS CRIANCAS E ADOLESCENTES DA PASTORAL DO MENOR - AMACAPAM DO MUNICIPIO DE CRUZEIRO/SP.;AMACAPAM;2006-06-06;não;;;RUA ANTONIO SIMOESS/N, VILA DR JOAO BATISTA, Cruzeiro, SP, 12720690;Cruzeiro;SP;-44,9434540569996;-22,5677688729996;88006.0;1.0;76.444
16913798000100;CENTRO DE RECUPERACAO SEMENTE MISSIONARIA DE CRUZEIRO - SEMIS;;2012-08-22;não;;;AREA RURAL, 1500, , AREA RURAL DE CRUZEIRO, Cruzeiro, SP, 12759899;Cruzeiro;SP;-45,032328;-22,583518;87204.0;1.0;76.444
26927955000182;ASSOCIACAO DESPORTIVA DE ARTES MARCIAIS DE CRUZEIRO ADAMC;ADAMC - FAMILIA MACHADO;2016-12-05;não;;;RUA ETELVINA CONCEICAO NASCIMENTO, 55, , LAGOA DOURADA I, Cruzeiro, SP, 12711410;Cruzeiro;SP;-44,968354;-22,558555;88006.0;1.0;76.444
27718941000200;INSTITUTO PALPARE;CASA LAR ESMERALDA;2019-03-11;não;;;RUA ENGENHEIRO ANTONIO PENIDO1061, VILA CANEVARI, Cruzeiro, SP, 12710000;Cruzeiro;SP;-44,9592332909996;-22,5812216509996;87301.0;1.0;76.444
32495528000175;ASSOCIACAO DUNAMIS;COMUNIDADE TERAPEUTICA RECOMECO;2018-11-21;não;;;ESTRADA FAZENDA DA SAUDADE517, REGIAO FAZENDA SERRA, Cruzeiro, SP, 12701970;Cruzeiro;SP;-44,9650577359996;-22,5781597929996;87301.0;1.0;76.444
36760938000157;INSTITUTO TOCANDO CORACOES;;2020-01-20;não;;;RUA DOUTOR ROBERTO GUARANY, 179, , VILA CANEVARI, Cruzeiro, SP, 12710300;Cruzeiro;SP;-44,959582;-22,568712;88006.0;1.0;76.444
37483159000114;ASSOCIACAO PASSOS DE LUZ;;2020-01-29;não;;;ESTRADA FAZENDA VARZEA208, VARZEA ALEGRE, Cruzeiro, SP, 12759899;Cruzeiro;SP;-44,9693900069996;-22,5732559039996;87204.0;1.0;76.444
37487277000109;ASSOCIACAO AMOR DE DEUS EM ACAO;;2020-01-23;não;;;RUA IRMA ALVIM550, VILA ANA ROSA NOVAES, Cruzeiro, SP, 12705010;Cruzeiro;SP;-44,9661811049996;-22,5781038759996;88006.0;1.0;76.444
45489684000175;ASSOCIACAO EDUCACAO E PREPARO;INSTITUTO DOMAIN;2021-11-18;não;;;ALAMEDA DOS GERANIOS166, JARDIM PRIMAVERA, Cruzeiro, SP, 12712150;Cruzeiro;SP;-44,9626057259996;-22,5583215479996;88006.0;1.0;76.444
47994958000109;INSTITUTO CASA ALJAVA;;2022-06-20;não;;;RUA JOSE CARLOS DA COSTA24, KM    4, JARDIM RESIDENCIAL DOS METALURGICOS, Cruzeiro, SP, 12704085;Cruzeiro;SP;-44,9866517779996;-22,5764943179996;88006.0;1.0;76.444
15585000000259;ASSOCIACAO AMANDO O PROXIMO;AAP NOVA ESPERANCA;2022-08-15;não;;;RUA JOSE PEREIRA DE VASCONCELOS140, JARDIM AMERICA, Cruzeiro, SP, 12702190;Cruzeiro;SP;-44,9666758539996;-22,5925179769996;88006.0;1.0;76.444
53191069000106;PROJETO ESPERANCA;;2023-12-13;não;;;RUA PROFESSOR VIRGILIO ANTUNES DE OLIVEIRA, 149, , CENTRO, Cruzeiro, SP, 12701420;Cruzeiro;SP;-44,960373;-22,572872;88006.0;1.0;76.444
56386438000104;INSTITUTO ANA RIBEIRO DE ALMEIDA;;2024-08-08;não;;;AVENIDA NESRALLA RUBEZ, 411, , CENTRO, Cruzeiro, SP, 12701000;Cruzeiro;SP;-44,960156;-22,579124;88006.0;1.0;76.444
65058794000190;LAR PADRE JOSE GUMERCINDO;LAR DAS IRMAZINHAS;1992-09-17;não;;;RUA ARTUR TOGEIRO COSTA154, JARDIM AMERICA, Cruzeiro, SP, 12702220;Cruzeiro;SP;-44,9679250609996;-22,5901146549996;88006.0;1.0;76.444
45198504000104;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE DE CRUZEIRO;APAE DE CRUZEIRO;1972-05-08;não;;;RUA ISABEL BASTOS01, ITAGACABA, Cruzeiro, SP, 12730290;Cruzeiro;SP;-44,9520186389996;-22,5776288629996;94308.0;1.0;76.444
51665867000105;CENTRO SOCIAL DOM BOSCO;CENTRO SOCIAL DOM BOSCO;1970-05-14;não;;;RUA DIABASE630, REBOUCAS, Lins, SP, 16400700;Lins;SP;-49,7556655729996;-21,6657107769996;85112.0;1.0;76.844
6340043000100;ASSOCIACAO BENEFICENTE SANTA PAULINA - ABSP;CASA SANTA PAULINA;2004-06-22;não;;;RUA MAESTRO CARLOS GOMES62, VILA AMERICA, Lins, SP, 16400155;Lins;SP;-49,7540714319996;-21,6696678709996;88006.0;1.0;76.844
5251226000189;POSTINHO DE ALIMENTACAO, EDUCACAO, SAUDE E CIDADANIA -IR. HELENA BRIOSCHI 'PAESC';PAESC;2002-08-27;não;;;RUA MARIO BUENO BRANDAO443, VILA SAO JOAO, Lins, SP, 16401447;Lins;SP;-49,7381147729996;-21,6587120769996;88006.0;1.0;76.844
54722525000160;ASSOCIACAO DOS IDOSOS DE LINS;;1991-08-30;não;;;RUA VOLUNTARIO VITORIANO BORGES855, JUNQUEIRA, Lins, SP, 16403065;Lins;SP;-49,7483692289996;-21,6783878069996;88006.0;1.0;76.844
4958134000170;DEPARTAMENTO DE ASSISTENCIA PARA NUTRIR;DAN;2002-02-22;não;;;RUA PEDRO DE TOLEDO703, FUNDOS, CENTRO, Lins, SP, 16400105;Lins;SP;-49,7578068939996;-21,6735859709996;88006.0;1.0;76.844
6178873000175;CASA DE APOIO AMOR E CARIDADE IRMA DULCE;;2004-03-23;não;;;RUA PEDRO DE TOLEDO486, CENTRO, Lins, SP, 16400105;Lins;SP;-49,7578068939996;-21,6735859709996;87301.0;1.0;76.844
51664126000100;FUNDACAO GIL PIMENTEL MOURA;ESCOLA DE EDUCACAO INFANTIL AURORA ARIANO MOURA;1968-08-22;não;;;RUA GIL PIMENTEL MOURA208, JARDIM AMERICANO, Lins, SP, 16400665;Lins;SP;-49,7591359919996;-21,6703231999996;87301.0;1.0;76.844
51666568000187;CASA DA CRIANCA DE LINS;;1973-09-17;não;;;RUA SAO VICENTE DE PAULO301, RIBEIRO, Lins, SP, 16401323;Lins;SP;-49,7403534779996;-21,6689075809996;88006.0;1.0;76.844
4269038000115;NUCLEO EDUCATIVO GAROTOS DO BAIRRO;NUCLEO EDUCATIVO GAROTOS DO BAIRRO;2001-01-18;não;;;RUA CORONEL JOSE BRAULIO JUNQUEIRA DE ANDRADE, 110, , JARDIM LINENSE, Lins, SP, 16401140;Lins;SP;-49,743893;-21,660241;88006.0;1.0;76.844
44530533000150;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE LINS;;1972-03-28;não;;;RUA JOAO MOREIRA DA SILVA845, REBOUCAS, Lins, SP, 16400660;Lins;SP;-49,7583456499996;-21,6649415169996;94308.0;1.0;76.844
59320477000105;INSTITUTO EDUCACIONAL SEMEAR;;2024-11-06;não;;;RUA VOLUNTARIO MARIO DE CAMARGO, 700, , JARDIM SANTUARIO DE FATIMA, Lins, SP, 16403165;Lins;SP;-49,742872;-21,685079;88006.0;1.0;76.844
11482365000116;CLUBE DA MELHOR IDADE NOVA ERA;;2010-01-14;não;;;RUA GENERAL EURICO GASPAR DUTRA451, JARDIM SANTA CLARA, Lins, SP, 16402160;Lins;SP;-49,7401417629996;-21,6733787109996;88006.0;1.0;76.844
51660082000131;ASSOCIACAO HOSPITALAR SANTA CASA DE LINS;SANTA CASA DE LINS;1966-08-29;não;;;RUA PEDRO DE TOLEDO486, CENTRO, Lins, SP, 16400105;Lins;SP;-49,7578068939996;-21,6735859709996;86101.0;1.0;76.844
44530871000192;ASSOCIACAO SANTA RITA DE CASSIA;;1972-06-09;não;;;RUA 15 DE NOVEMBRO518, CENTRO, Lins, SP, 16400033;Lins;SP;-49,7511526849996;-21,6752182039996;94308.0;1.0;76.844
44531705000100;CENTRO DE FORMACAO DO MIRIM DE LINS;;1974-11-26;não;;;RUA SANTOS DUMONT551, RIBEIRO, Lins, SP, 16401320;Lins;SP;-49,7411963009996;-21,6697382929996;94308.0;1.0;76.844
51661650000119;GINASIO E ESCOLA NORMAL PARTICULAR N SRA AUXILIADORA;CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA;1967-08-02;não;;;RUA DOM BOSCO431, CENTRO, Lins, SP, 16400505;Lins;SP;-49,7577001889996;-21,6715244119996;85139.0;1.0;76.844
51665727000129;FUNDACAO PAULISTA DE TECNOLOGIA  E EDUCACAO;FUNDACAO PAULISTA DE TECNOLOGIA E EDUCACAO;1972-12-04;não;;;AVENIDA NICOLAU ZARVOS1925, JD AEROPORTO, Lins, SP, 16401371;Lins;SP;-49,7383572409996;-21,6704988559996;85317.0;1.0;76.844
7777836000146;GRUPO DE APOIO FAMILIAR E DEFESA DOS DIREITOS DA PESSOA PORTADORA DE SURDEZ;GADIPES;2005-12-28;não;;;RUA NOVE DE JULHO1456, CENTRO, Lins, SP, 16400111;Lins;SP;-49,7574614749996;-21,6723295749996;88006.0;1.0;76.844
24506950000150;INSTITUTO OLARIA PELOS DIREITOS DA CRIANCA E DO ADOLESCENTE;;2016-03-01;não;;;RUA DOUTOR MARIO BUENO BRANDAO443, JARDIM PARAISO, Lins, SP, 16401447;Lins;SP;-49,7381147729996;-21,6587120769996;94308.0;1.0;76.844
28638363000176;ASSOCIACAO BENEFICENTE DE ARTESAS GARAGEM DAS ARTES;;2017-08-09;não;;;RUA LUIZ GAMA1011, CENTRO, Lins, SP, 16400080;Lins;SP;-49,7558302739996;-21,6778928789996;88006.0;1.0;76.844
3488844000979;CENTRO DE CIDADANIA SMP;COMUNIDADE TERAPEUTICA KAIROS;2020-08-21;não;;;AVENIDA GENERAL MILTON FERNANDES DE MELLOS/N, CHACARA FLORA, Lins, SP, 16402340;Lins;SP;-49,7207927329996;-21,6795139549996;87204.0;1.0;76.844
61600839030577;CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E;;2023-03-02;não;;;RUA DOM BOSCO265, SALA  A111-A124-A127-SN, VILA ALTA, Lins, SP, 16400505;Lins;SP;-49,7577001889996;-21,6715244119996;88006.0;1.0;76.844
1498887000152;CENTRO DE ESTUDOS DO MENOR E INTEGRACAO NA COMUNIDADE;CEMIC;1996-10-09;não;;;RUA MAJOR MATOS GUEDES145, RIBEIRO, Lins, SP, 16400033;Lins;SP;-49,7376215509996;-21,6662991829996;94308.0;1.0;76.844
15727338000117;CLINICA DE REABILITACAO DE DEPENDENTES QUIMICOS EMANUEL;CLINICA DE REABILITACAO DE DEPENDENTES QUIMICOS;2012-06-01;não;;;RUA DAS CAMELIAS38, RURAL, Lins, SP, 16400010;Lins;SP;-49,7533831589996;-21,6802200979996;87204.0;1.0;76.844
51666360000168;SOCIEDADE BENEFICENTE ASILO SAO VICENTE DE PAULO;;1970-10-21;não;;;RUA ALVARO SAMPAIO SILVA700, VILA MILITAR, Lins, SP, 16402510;Lins;SP;-49,7331040399996;-21,6937795869996;87115.0;1.0;76.844
49863830000131;ASSOCIACAO LINENSE PARA CEGOS HABILITACAO E REABILITACAO DA PESSOA PORTADORA DE NECESSIDADES ESPECIAIS CREBIM;;1979-03-22;não;;;RUA NILO NORONHA656, RIBEIRO, Lins, SP, 16401449;Lins;SP;-49,7423481159996;-21,6644679479996;94308.0;1.0;76.844
62207634001653;ABASE ALIANCA BRASILEIRA DE ASS SOCL E EDUCACIONAL;ESPACO BEM VIVER;1994-01-21;não;;;RUA MAESTRO GUIDO BELLON201, SANTA TEREZINHA, Lins, SP, 16406005;Lins;SP;-49,7653995209996;-21,6579952969996;88006.0;1.0;76.844
53221255001031;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;LAR BOM SAMARITANO NA PROVIDENCIA DE DEUS;1999-04-29;não;;;RUA CORONEL JOSE BRAULIO JUNQUEIRA DE ANDRADE350, JARDIM LINENSE, Lins, SP, 16401140;Lins;SP;-49,7443908619996;-21,6587977499996;87301.0;1.0;76.844
11340066000228;ASSOCIACAO ASSISTENCIAL DE RESSOCIALIZACAO DE IBIUNA - PROJETO CRER;;2012-03-02;não;;;RODOVIA BUNJIRO NAKAOS/N, KM    83,5, DOS COCAIS, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2268165679996;-23,6669753379996;87204.0;1.0;77.801
2717910000115;ASSOCIACAO E POUSADA PRO-VIVER;;1998-07-06;não;;;ESTRADA DO COLEGIOSN, COLEGIO, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;87115.0;1.0;77.801
15822137000107;ASSOCIACAO DE PESSOAS COM NECESSIDADES ESPECIAIS DE IBIUNA - APENESPI;APENESPI;2012-05-21;não;;;RUA GENERAL WALDOMIRO DE LIMA66, CENTRO, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2191766269996;-23,6524424889996;88006.0;1.0;77.801
12940259000100;ONG - ACAO E TRABALHO;ONG - ACAO E TRABALHO;2010-10-28;não;;;RUA BENJAMIM CONSTANT330, CENTRO, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;88006.0;1.0;77.801
23111419000116;COMUNIDADE TERAPEUTICA JOSE VENANCIO DE MOURA;COMUNIDADE TERAPEUTICA JOSE VENANCIO DE MOURA;2015-05-27;não;;;ESTRADA FLORA KAMIMURAS/N, COLEGIO, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;87204.0;1.0;77.801
5534030000100;ASSOC DOS AMIGOS DA ESCOLA FAMILIA AGRICOLA DE IBIUNA;;2003-02-03;não;;;NA BAIRRO DO VERAVAS/N, VERAVA, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;88006.0;1.0;77.801
12043445000138;INSTITUTO DE GESTAO ADMINISTRACAO E TREINAMENTO EM SAUDE IGATS;IGATS EXCELENCIA EM SAUDE;2010-05-24;não;;;AVENIDA VEREADOR BENEDITO DE CAMPOS156, ANDAR 2 ANDAR SALA 5, CENTRO, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2163508959996;-23,6521671849996;86607.0;1.0;77.801
49315666000128;CASA DE SANTA RITA;;1968-09-19;não;;;RUA DR GABRIEL M DA SILVA330, CENTRO, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;87115.0;1.0;77.801
51664007000149;CENTRO EVANGELISTA TERAPEUTICO NOVO RECOMECO;CENTRO TERAPEUTICO NOVO RECOMECO;2023-07-26;não;;;ESTRADA SERRA DOURADAS/N, ALVES, Ibiúna, SP, 18150000;Ibi�na;SP;-47,1635920499996;-23,6480958839996;87204.0;1.0;77.801
15355260002281;AGENCIA ADVENTISTA DE DESENVOLVIMENTO E RECURSOS ASSISTENCIAIS CENTRAL BRASILEIRA;ADRA - NUCLEO BARUERI - ALPHAVILLE;2012-12-03;não;;;ESTRADA MURUNDUS/N, KM    7, FEITAL, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;88006.0;1.0;77.801
50821602000188;SERVICO DE PROTECAO AOS MENORES DE IBIUNA;SERPROMI;1984-06-13;não;;;RUA JOSE EUGENIO MACHADO178, CENTRO, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2179166219996;-23,6522197719996;94308.0;1.0;77.801
7828962000182;HORIZONTES - PROJETOS SOCIAIS;;2005-12-06;não;;;RUA CEARA, 380, , SITIO LAGOS DE IBIUNA, Ibiúna, SP, 18150000;Ibi�na;SP;-47,307159;-23,674124;88006.0;1.0;77.801
2671813000139;ASSOCIACAO DESAFIO JOVEM IBIGOSPEL PRESENTE DE DEUS;IBIGOSPEL;1998-08-12;não;;;TRAVESSA B DA RODOVIA BUNJIRO NAKAOSN, KM 77, RESSACA, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;87301.0;1.0;77.801
43586122004969;INSTITUICAO PAULISTA ADVENTISTA DE EDUC E ASS SOCIAL;CENTRO ADVENT. DESENV. APOIO A CRIANCA E ADOLESC.FEITAL;2002-05-15;não;;;ESTRADA DO MURUNDU, KM 7S/N, FEITAL, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;94308.0;1.0;77.801
7369736000180;ESQUADRO VIDA DE IBIUNA;ESQUADRAO VIDA DE IBIUNA;2005-03-29;não;;;RODOVIA BUNJIRO NAKAOSN, KM. 83,5, COCAIS, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2268165679996;-23,6669753379996;87204.0;1.0;77.801
18381492000178;ASSOCIACAO  CASA DE REABILITACAO  DE ALCOOLATRAS E TOXICOMANOS GRUPO SAMARITANO;GRUPO SAMARITANO DE RECUPERAAO;2013-06-20;não;;;ESTRADA DO MURUNDUS/N, KM    15, PIAI, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;87204.0;1.0;77.801
4186468003431;ASSOCIACAO ALIANCA DE MISERICORDIA;FRATERNIDADE NOVICIADO;2018-07-11;não;;;RUA NOSSA SENHORA DE FATIMA116, BAIRRO VERAVA, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;88006.0;1.0;77.801
51549301006221;ASSOCIACAO DE ENSINO SOCIAL PROFISSIONALIZANTE;ESPRO;2018-07-10;não;;;RUA MAURICIO BENEDITO GERMANO26, CENTRO, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;88006.0;1.0;77.801
23005413000245;CENTRO TERAPEUTICO DE RECUPERACAO MUNDIAL;;2019-07-04;não;;;ESTRADA MUNICIPALSN, LAGEADINHO, Ibiúna, SP, 18155990;Ibi�na;SP;-47,2539123479996;-23,6665288719996;87204.0;1.0;77.801
47077757000147;INSTITUTO EDUCA +;;2022-06-14;não;;;1A AVENIDA CAPITAO MANOEL DE OLIVEIRA CARVALHO395, SALA  06, CENTRO, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2149877809996;-23,6579124789996;88006.0;1.0;77.801
18152238000360;INSTITUTO DE REABILITACAO PROJETO EU ACREDITO;;2022-08-02;não;;;ESTRADA MUNICIPAL BENEDITO GABRIEL MACHADOS/N, SOROCABUSSU, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;87204.0;1.0;77.801
27735953000154;INSTITUICAO NOVA CHANCE;;2016-11-09;não;;;RUA SOROCAMIRIM15, CDHU, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;87204.0;1.0;77.801
5035828000107;CASA DE REPOUSO DA GRANDE HARMONIA;;2002-04-12;não;;;ESTRADA VICINAL SEICHO-NO-IES/N, PAIOL PEQUENO, Ibiúna, SP, 18150000;Ibi�na;SP;-47,2234894779996;-23,6601003819996;87115.0;1.0;77.801
7992978000126;ASSOCIACAO ARTE E SOLIDARIEDADE - ARTSOL;ARTSOL;2006-04-03;não;;;RUA ATILIO FAVERO1714, JARDIM ALVORADA, Bebedouro, SP, 14706250;Bebedouro;SP;-48,5070913159996;-20,9386614449996;94308.0;1.0;78.257
6696188000130;CASA DE SANTA CLARA;CASA DE SANTA CLARA;2004-07-13;não;;;RUA MICHEL BURJALI62,       B, RESIDENCIAL SAO FRANCISCO, Bebedouro, SP, 14703066;Bebedouro;SP;-48,4737031709996;-20,9620595219996;94308.0;1.0;78.257
45306008000119;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BEBEDOURO;APAE;1974-01-03;não;;;AVENIDA SAO FRANCISCO245, PARQUE RESIDENCIAL IRMAOS FURQUIM, Bebedouro, SP, 14702080;Bebedouro;SP;-48,4748536979996;-20,9684697259996;94308.0;1.0;78.257
60256575000100;ASSOCIACAO DOS FUNCIONARIOS DA OLMA;AFO;1991-02-06;não;;;AVENIDA PROJETADASN, JARDIM CLAUDIA I, Bebedouro, SP, 14707002;Bebedouro;SP;-48,4604081089996;-20,9388198509996;87115.0;1.0;78.257
251817000132;REDE FEMININA DE COMBATE AO CANCER;;1994-10-14;não;;;AVENIDA RAUL FURQUIM2010, CENTRO, Bebedouro, SP, 14706045;Bebedouro;SP;-48,4966217489997;-20,9358956959996;88006.0;1.0;78.257
51796621000164;EDUCANDARIO SANTO ANTONIO DE BEBEDOURO;;1980-06-18;não;;;PRACA NIVALDO SALVADOR95, JARDIM SAO FRANCISCO, Bebedouro, SP, 14702119;Bebedouro;SP;-48,4706407969996;-20,9612280569996;88006.0;1.0;78.257
7346194000120;CASA SANTO EXPEDITO;;2005-04-27;não;;;RUA AUGUSTO GARIBALDI, 425, , RESIDENCIAL BEBEDOURO, Bebedouro, SP, 14710024;Bebedouro;SP;-48,47495;-20,928645;94308.0;1.0;78.257
57726978000152;LAR DO IDOSO - SERVAS DO SENHOR;LAR DO IDOSO;1989-05-23;não;;;ALAMEDA CORCOVADO222, JD PARATI, Bebedouro, SP, 14708084;Bebedouro;SP;-48,4971478959996;-20,9205544459996;87115.0;1.0;78.257
4468882000175;ASSOCIACAO COLABORADORA AO PORTADOR DE CANCER;CASA DO SOL;2001-01-29;não;;;RUA JOSE AMBROSIO FERREIRA166, JARDIM NOVO LAR, Bebedouro, SP, 14701230;Bebedouro;SP;-48,4859602029996;-20,9585289979996;88006.0;1.0;78.257
60249067000196;DCA - DESENVOLVENDO A CRIANCA E O ADOLESCENTE;;1990-05-14;não;;;ALAMEDA MIGUEL MUCHAQUE1214, JARDIM ALVORADA, Bebedouro, SP, 14706212;Bebedouro;SP;-48,5020025349996;-20,9445114129996;94308.0;1.0;78.257
45244183000129;CASA DA CRIANCA IRMA CRUCIFIXA;;1970-03-17;não;;;RUA DOUTOR BRANDAO VERAS1250, CENTRO, Bebedouro, SP, 14700335;Bebedouro;SP;-48,4845813659996;-20,9433066119996;85112.0;1.0;78.257
45244290000157;VILA BEATO CONTARDO FERRINI - VILA VICENTINA;;1970-04-29;não;;;RUA VALIM625, CENTRO, Bebedouro, SP, 14701350;Bebedouro;SP;-48,4908453429996;-20,9478024119996;87115.0;1.0;78.257
