cnpj;tx_razao_social_osc;tx_nome_fantasia_osc;dt_fundacao_osc;removida_do_mosc;data_fechamento;ano_fechamento;tx_endereco_completo;municipio_nome;UF_Sigla;longitude;latitude;cnae;Area_Assistencia_social
26630983000133;COMUNIDADE NOVA UNIAO;COMUNIDADE NOVA UNIAO;2016-11-09;não;;;VIA LUIZ VARGA2025, GLEBA BEATRIZ, Limeira, SP, 13486605;LIMEIRA;SP;-47,3801875939996;-22,5646272409996;87204.0;1.0
49082944000144;INSTITUTO QG DO BEM;Q G DO BEM;1982-02-12;não;;;RUA JANDAIA DO SUL94, VILA GUILHERMINA, São Paulo, SP, 03545020;S�O PAULO;SP;-46,5134028909996;-23,5312780939996;88006.0;1.0
52798568000101;INSTITUTO MULHERES DO GRAJAU;;1983-07-27;não;;;RUA JOAO BATISTA BARROZO FILHO183, PARQUE GRAJAU, São Paulo, SP, 04842345;S�O PAULO;SP;-46,6859491249996;-23,7460475299996;88006.0;1.0
24569851000118;ASSOCIACAO PROJETO RESTAURA;ASSOCIACAO PROJETO RESTAURA;2015-11-11;não;;;AVENIDA ACADEMICO LUIZ A. A. BITENCOURT20, JARDIM ESMERALDA, Limeira, SP, 13484458;LIMEIRA;SP;-47,4348400699996;-22,5637906979996;88006.0;1.0
47828389000121;ASSOCIACAO MADRE MARIA EUGENIA;;1981-12-04;não;;;ALAMEDA LORENA665, JARDIM PAULISTA, São Paulo, SP, 01424000;S�O PAULO;SP;-46,6567782319996;-23,5724243309996;87301.0;1.0
65505828000147;ASSOC.DOS MORADORES DO CJHABITACIONAL RIO DAS PEDRAS II;;1991-04-26;não;;;RUA SAO GONCALO DO RIO DAS PEDRAS874, PARQUE PAULISTANO, São Paulo, SP, 08081000;S�O PAULO;SP;-46,4208749919996;-23,4895110649996;87301.0;1.0
3951073000157;ASSOCIACAO DE APOIO A COMUNIDADE PELO BEM ESTAR SOCIAL - ACE;;2000-04-10;não;;;AVENIDA ANGELICA1851, APARTAMENTO 182, HIGIENOPOLIS, São Paulo, SP, 01227000;S�O PAULO;SP;-46,6540855959996;-23,5362080889996;88006.0;1.0
3951901000157;MATER DEI - CAM - CASA DE APOIO A MENINA;;2000-07-06;não;;;PRACA JOAO PAULO II65, ATIBAIA JARDIM, Atibaia, SP, 12942290;ATIBAIA;SP;-46,5587756979996;-23,1260212399996;88006.0;1.0
7739900000102;CASA DE AMPARO A VELHICE 'NOVA MORADA';;2005-11-17;não;;;ESTRADA  MATO DENTRO54, MATO DENTRO, Mairiporã, SP, 07600000;MAIRIPOR�;SP;-46,6201308299996;-23,3068046429996;87115.0;1.0
46235495000139;FUNDACAO IRMA RUTH DE MARIA CAMARGO SAMPAIO;FIRMACASA;1973-11-19;não;;;RUA ANTONIO DE MENDONCA100, CHACARAS BOA VISTA, Campinas, SP, 13068575;CAMPINAS;SP;-47,1489762679996;-22,8700091299996;85121.0;1.0
12602609000110;CASA DE RECUPERACAO E REINTEGRACAO SOCIAL JOVENS LIVRES;CRERESJL;2010-06-11;não;;;RODOVIA DA AMIZADE AGUDOS/BOREBIKM 1, ZONA RURAL, Agudos, SP, 17120001;AGUDOS;SP;-48,9867824479997;-22,4699129719996;87123.0;1.0
47530100000193;BETEL;;1976-08-19;não;;;RUA ATERRADINHO20, VILA CRISTINA, São José do Rio Preto, SP, 15070020;S�O JOS� DO RIO PRETO;SP;-49,3669078199996;-20,8117662199996;94308.0;1.0
48365175000129;ASSOCIACAO DO CENTRO COMUNITARIO FRANCISCO F GARCIA;;1977-10-25;não;;;RUA JOAO CARLOS DE OLIVEIRA150, SEDE, Ubirajara, SP, 17440000;UBIRAJARA;SP;-49,6639994129996;-22,5270929879996;87301.0;1.0
58267634000195;CRECHE MENINO JESUS;;1971-03-10;não;;;RUA NAPOLEAO LAUREANO51, MARAPE, Santos, SP, 11070140;SANTOS;SP;-46,3436820629996;-23,9539730149996;85112.0;1.0
60253473000122;GRUPO DE APOIO A CRIANCA COM CANCER;;1989-12-21;não;;;AVENIDA AVENIDA BANDEIRANTES 39003900, ANEXO PEDREIRA DE FREITAS CASA  6                   COND  CAMPUS DA USP, VILA MONTE ALEGRE, Ribeirão Preto, SP, 14048900;RIBEIR�O PRETO;SP;-47,8103243069996;-21,1704008589996;94308.0;1.0
26391015000111;ASSOCIACAO NOSSO LAR DE APOIO AS PESSOAS CARENTES;ASSOCIACAO NOSSO LAR DE APOIO AS PESSOAS CARENTES;2016-01-05;não;;;AVENIDA 9 DE JULHO1010, CENTRO, Duartina, SP, 17470000;DUARTINA;SP;-49,4036490619996;-22,4133383489996;88006.0;1.0
65044398000103;ASSOCIACAO BENEFICENTE CLUBE DO AMIGO;;1991-10-07;não;;;RUA POUSO ALEGRE21, BOSQUE EUCALIPTOS, São José dos Campos, SP, 12233340;S�O JOS� DOS CAMPOS;SP;-45,8862013199996;-23,2465503649996;87115.0;1.0
55752752000109;GRUPO LUZ;;1988-03-18;não;;;RUA OSVALDO DE ANDRADE745, JD ICARAY, Araçatuba, SP, 16020250;ARA�ATUBA;SP;-50,4474150469996;-21,2249326289996;88006.0;1.0
372186000100;ASS DE PAIS E AMIGOS DOS EXCEPCIONAIS APAE STO A PINHAL;;1994-12-30;não;;;AVENIDA MINISTRO NELSON HUNGRIA1073, CENTRO, Santo Antônio do Pinhal, SP, 12450000;SANTO ANT�NIO DO PINHAL;SP;-45,6549916949996;-22,8258188459996;87301.0;1.0
45978236000135;COMUNIDADE KOLPING DE SANTA CECILIA;;1975-08-06;não;;;RUA CURITIBA84, JARDIM PARANA, Assis, SP, 19807510;ASSIS;SP;-50,4335643219996;-22,6417833879996;94308.0;1.0
2364714000104;ASSOCIACAO DE APOIO A CRIANCA E AO ADOLESCENTE DE BATATAIS - CANTINHO DO FUTURO;;1998-01-27;não;;;RUA GOIAS363, RIACHUELO, Batatais, SP, 14315434;BATATAIS;SP;-47,5944709919996;-20,8994762869996;85112.0;1.0
3249078000132;ASSOCIACAO CARISMA DE CULTURA , RECUPERACAO E INTEGRACAO SOCIAL DE JAGUARIUNA;;1999-06-04;não;;;RUA FSN, LOTE  01                  QUADRAG, CHACARA SANTO ANTONIO, Jaguariúna, SP, 13910001;JAGUARI�NA;SP;-46,9855090539996;-22,7042270069996;87204.0;1.0
3228539000190;INSTITUTO RAIZES DO BRASIL (IRB);;1999-06-10;não;;;ALAMEDA MAMORE, 911, SALA  1308, ALPHAVILLE CENTRO INDUSTRIAL E EMPRESARIAL/ALPHAV, Barueri, SP, 06454040;BARUERI;SP;-46,851925;-23,492863;88006.0;1.0
1525749000115;ENTIDADE DE PROMOCAO E ASSISTENCIA SOCIAL ESPACO ABERTO;;1996-11-08;não;;;RUA SEBASTIAO AFONSO, 890, , JARDIM MIRIAM, São Paulo, SP, 04417100;S�O PAULO;SP;-46,6375248351;-23,6806300905;94308.0;1.0
33648056000106;INSTITUTO DAS FRANCISCANAS MISSIONARIAS DE MARIA NO BRASIL;CASA NOSSA SENHORA DE LOURDES;1971-09-06;não;;;AVENIDA DOUTOR CANDIDO MOTTA FILHO627, CASA  01                  ANDAR 2, CIDADE SAO FRANCISCO, São Paulo, SP, 05351000;S�O PAULO;SP;-46,7587341689996;-23,5578308099996;94910.0;1.0
44420958000107;ASILO SAO VICENTE DE PAULO;ASILO SAO VICENTE DE PAULO;1973-06-08;não;;;RUA SAO VICENTE25, SAO VICENTE, Araçatuba, SP, 16050070;ARA�ATUBA;SP;-50,4488207969996;-21,2030223869996;87115.0;1.0
45144870000172;LAR VICENTINO DE MONTE APRAZIVEL;LAR VICENTINO;1971-11-10;não;;;RUA SERGIPE1, VILA APARECIDA, Monte Aprazível, SP, 15150000;MONTE APRAZ�VEL;SP;-49,7100499179996;-20,7646583229996;87115.0;1.0
43251495000134;SOCIEDADE DE ASSISTENCIA SOCIAL DE AMERICANA;;1972-07-11;não;;;RUA GUANABARA01, SANTO ANGELO, Americana, SP, 13478100;AMERICANA;SP;-47,3229967819996;-22,7369258759996;94308.0;1.0
43971217000151;CASA BETANIA;;1968-12-31;não;;;AVENIDA DUQUE DE CAXIAS967, CENTRO, Araraquara, SP, 14801120;ARARAQUARA;SP;-48,1756930289996;-21,7927576119996;94308.0;1.0
45332194000160;FUNDACAO EDUCACIONAL DE ITUVERAVA;;1971-05-17;não;;;RUA CEL FLAUZINO BARBOSA SANDOVAL1259, CENTRO, Ituverava, SP, 14500000;ITUVERAVA;SP;-47,7958862049996;-20,3384528439996;85325.0;1.0
47465745000190;NUCLEO ASSISTENCIAL BEZERRA DE MENEZES;;1981-11-11;não;;;RUA BONITOS89, VILA MARIANA, São Paulo, SP, 04117080;S�O PAULO;SP;-46,6308445119996;-23,5896131519996;88006.0;1.0
46894929000102;SERVICO SOCIAL SAO SEBASTIAO;;1975-11-17;não;;;RUA RUI BARBOSA708, CENTRO, Guapiaçu, SP, 15110000;GUAPIA�U;SP;-49,2226408789996;-20,7968606289996;94308.0;1.0
45434925000189;LAR SAO VICENTE DE PAULO DE CERQUEIRA CESAR;;1974-05-16;não;;;RUA RIACHUELO622, CENTRO, Cerqueira César, SP, 18760049;CERQUEIRA C�SAR;SP;-49,1697902659996;-23,0349327719996;87115.0;1.0
45307261000197;GRUPO DE FRATERNIDADE PAI JACOB;LAR EDUCACIONAL DE DESCALVADO;1972-10-30;não;;;RUA CARLOS PULICIS/N, NA, Descalvado, SP, 13690000;DESCALVADO;SP;-47,6319664539996;-21,9144335679996;87301.0;1.0
49593825000156;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SOCORRO;;1978-11-27;não;;;RUA JOANA REGINATO SARTORI110, JD JUSSARA, Socorro, SP, 13960000;SOCORRO;SP;-46,5255609149996;-22,5907517999996;94308.0;1.0
51438927000149;CENTRO EDUCACIONAL, SOCIAL E CULTURAL JOSEFA RODRIGUES QUEIROZ;CESCJRQ;1983-08-19;não;;;AVENIDA DO REALISMO155, JARDIM MARINA, Embu das Artes, SP, 06826030;EMBU;SP;-46,7991237059996;-23,6543386789996;85112.0;1.0
51665867000105;CENTRO SOCIAL DOM BOSCO;CENTRO SOCIAL DOM BOSCO;1970-05-14;não;;;RUA DIABASE630, REBOUCAS, Lins, SP, 16400700;LINS;SP;-49,7556655729996;-21,6657107769996;85112.0;1.0
51074607000157;LAR ESPIRITA DA CRIANCA JOSE DE ANCHIETA;;1979-08-13;não;;;RUA EMIDIO DE SOUZA1896, JD OASIS, Itanhaém, SP, 11740000;ITANHA�M;SP;-46,7870500529996;-24,1670875379996;85112.0;1.0
51443885000134;ASSOCIACAO FILANTROPICA CRIANCA FELIZ;AFCF;1985-05-30;não;;;RUA URBANO MENDES DA SILVA48, CAUCAIA DO ALTO, Cotia, SP, 06725115;COTIA;SP;-47,0247906239996;-23,6874253999996;94308.0;1.0
50938877000104;ASIMD-ASSISTENCIA SOCIAL IRMA MARIA DOLORES;;1984-07-12;não;;;RUA VERA CRUZ386, JARDIM HOLLYWOOD, São Bernardo do Campo, SP, 09608100;S�O BERNARDO DO CAMPO;SP;-46,5649720469996;-23,6743461789996;88006.0;1.0
51549301000100;ASSOCIACAO DE ENSINO SOCIAL PROFISSIONALIZANTE;ESPRO;1979-03-26;não;;;RUA DA CONSOLACAO247, ANDAR 11, CONSOLACAO, São Paulo, SP, 01301903;S�O PAULO;SP;-46,6679110059996;-23,5604239689996;88006.0;1.0
49962517000150;ASSOCIACAO ESPIRITA A CAMINHO DA LUZ;AELUZ;1978-08-28;não;;;RUA TEODORO SANCHES2300, VILA SAO JORGE, São José do Rio Preto, SP, 15042102;S�O JOS� DO RIO PRETO;SP;-49,4039986049996;-20,7975566219996;87301.0;1.0
110796000135;NUCLEO ASSISTENCIAL AFRANIO HINGEL PINTO;CENTRO EDUCACIONAL LEON ALEXANDR;1994-07-11;não;;;AVENIDA EMB CAVALCANTI DE LACERDA285, JARDIM BONFIGLIOLI, São Paulo, SP, 05591010;S�O PAULO;SP;-46,7359479129996;-23,5778459349996;85112.0;1.0
50820968000132;ASSOCIACAO ASSISTENCIAL E PEDAGOGICA AITIARA;;1984-04-06;não;;;RODOVIA GASTAO DAL FARRA, S/N, KM    04 CAIXA POSTAL 425, JARDIM AEROPORTO, Botucatu, SP, 18605525;BOTUCATU;SP;-48,442469;-22,943159;85139.0;1.0
51912038000171;CENTRO SOCIAL BERTONI;;1982-06-02;não;;;RUA MAEST JAIME LOPES DINIZ66, JARDIM NOVA EUROPA, Campinas, SP, 13024500;CAMPINAS;SP;-47,0490252429996;-22,8888213929996;88006.0;1.0
50951805000199;ASSOCIACAO EDUCADORA E BENEFICENTE;;1971-05-24;não;;;RUA DR. NELSON PEREIRA DA SILVA121, COLONIA, Jundiaí, SP, 13219648;JUNDIA�;SP;-46,8547479169996;-23,1824279079996;85139.0;1.0
769292000121;ASSOCIACAO PARA ABRIGO DE CRIANCAS E ADOLESCENTES BEM VIVER;;1995-08-11;não;;;RUA EDUARDO BERTACHINI115, JARDIM ROSA BRANCA, Jaú, SP, 17212450;JA�;SP;-48,5415649479996;-22,3087940999996;94308.0;1.0
51797413000180;ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PITANGUEIRAS;APAE;1980-08-14;não;;;RUA GUAPORE1000, CENTRO, Pitangueiras, SP, 14750000;PITANGUEIRAS;SP;-48,2285633869996;-21,0125431819996;94308.0;1.0
50617547000109;ASSOC ASSIST E CULT FRATERNIDADE DE ORION FRATERION;FRATERION;1978-08-04;não;;;RUA SANTA RITA D'OESTE21, VILA DO ENCONTRO, São Paulo, SP, 04323060;S�O PAULO;SP;-46,6387560079996;-23,6537407639996;87301.0;1.0
53055315000100;FRATERNIDADE  ESPIRITA 'A CAMINHO DA LUZ';;1983-11-08;não;;;RUA BENTO QUIRINO100, VILA NOVA SAVOIA, São Paulo, SP, 03534010;S�O PAULO;SP;-46,5105626829996;-23,5444461279996;88006.0;1.0
52315199000140;COMUNIDADE ESPIRITA CAIRBAR SCHUTEL;;1973-06-27;não;;;AVENIDA SALDANHA DA GAMA748, CENTRO, Matão, SP, 15990224;MAT�O;SP;-48,3703593249996;-21,6021760609996;94308.0;1.0
55662142000106;ASSOCIACAO DE SAO VICENTE DE PAULO - CONFERENCIA NOSSA SENHORA DO ROSARIO;LAR SAO VICENTE;1969-09-15;não;;;RUA DR JOAO BATISTA FERREIRA180, CENTRO, Queluz, SP, 12800000;QUELUZ;SP;-44,7755354819996;-22,5374442079996;87115.0;1.0
54852082000121;CENTRO PIRASSUNUNGUENSE DE ASSISTENCIA A INFANCIA;;1970-09-29;não;;;RUA 15 DE NOVEMBRO758, CENTRO, Pirassununga, SP, 13630140;PIRASSUNUNGA;SP;-47,4289313429996;-21,9962873239996;85112.0;1.0
55756753000113;LAR DE AMPARO AOS IDOSOS DE CLEMENTINA;LAR DOS IDOSOS;1990-11-26;não;;;RUA JOAO GUILHERME563, JARDIM LIBANES, Clementina, SP, 16250000;CLEMENTINA;SP;-50,4433357469997;-21,5542809169996;87115.0;1.0
56358104000127;ASSOCIACAO DE AMIGOS DO AUTISTA DE S J DO RIO PRETO;AMA;1988-07-07;não;;;RUA FELIPE ABRAO MALUF177, JARDIM OURO VERDE, São José do Rio Preto, SP, 15084270;S�O JOS� DO RIO PRETO;SP;-49,3748987089996;-20,8351337949996;88006.0;1.0
7992978000126;ASSOCIACAO ARTE E SOLIDARIEDADE - ARTSOL;ARTSOL;2006-04-03;não;;;RUA ATILIO FAVERO1714, JARDIM ALVORADA, Bebedouro, SP, 14706250;BEBEDOURO;SP;-48,5070913159996;-20,9386614449996;94308.0;1.0
8678788000100;CRUZ VERMELHA BRASILEIRA - FILIAL DO MUNCIPIO DE JACAREI;;2006-12-12;não;;;AVENIDA PENSILVANIA645, JD FLORIDA, Jacareí, SP, 12321050;JACARE�;SP;-45,9824656269996;-23,3021752949996;88006.0;1.0
19964583000107;ONG PROJETO RENDAR;ONG RENDAR;2014-03-14;não;;;RUA ALZIRO DE OLIVEIRA1591, ANEXO 1, JARDIM MORUMBI, Bragança Paulista, SP, 12926030;BRAGAN�A PAULISTA;SP;-46,5344761409996;-22,9289992139996;94308.0;1.0
20276332000100;FUNDACAO FRANCISCO E CLARA DE ASSIS;;2014-04-25;não;;;RUA DOUTOR MIRANDA DE AZEVEDO1421, ANDAR 1, VILA ANGLO BRASILEIRA, São Paulo, SP, 05027000;S�O PAULO;SP;-46,6908208089996;-23,5302213139996;94308.0;1.0
11418222000145;ASSOCIACAO COMUNIDADE SONHO DE DEUS;COMUNIDADE SONHO DE DEUS;2009-07-24;não;;;ESTRADA BEVENUTO PARISESN, OLARIA, Jarinu, SP, 13240000;JARINU;SP;-46,7284614249996;-23,1043442169996;87301.0;1.0
3513995000182;CEEC - CENTRO EVANGELICO DE EDUCACAO E CULTURA PR. RAIMUNDO SOARES DE LIMA;;1999-09-29;não;;;RUA TUIUTI548, CENTRO, Indaiatuba, SP, 13339010;INDAIATUBA;SP;-47,2085923779996;-23,0841771109996;85201.0;1.0
3601723000720;INSTITUTO CLARET -  SOLIDARIEDADE E DESENVOLVIMENTO HUMANO;CEI FANNY;2003-04-10;não;;;ESTRADA ABIAS DA SILVA750, MOMBACA, Itapecerica da Serra, SP, 06868700;ITAPECERICA DA SERRA;SP;-46,8462419159996;-23,7607186489996;85112.0;1.0
3739004000184;ASSOCIACAO BRACOS ABERTOS;ABA;2000-03-30;não;;;RUA PASCHOAL PALAZZO663, RETIRO DA MANTIQUEIRA, Cruzeiro, SP, 12712500;CRUZEIRO;SP;-44,9578439369996;-22,5593949239996;88006.0;1.0
3854356000180;CENTRO ORGANIZADO DE TRATAMENTO INTENSIVO A CRIANCA - C.O.T.I.C.;;1999-11-12;não;;;RUA DO HORTO805, HORTO FLORESTAL, São Paulo, SP, 02377000;S�O PAULO;SP;-46,6308431659996;-23,4591425479996;87115.0;1.0
3806878000107;CERVI-CENTRO DE REESTRUTURACAO PARA A VIDA;;2000-05-12;não;;;RUA EMB LEAO VELOSO207, AGUA BRANCA, São Paulo, SP, 05003030;S�O PAULO;SP;-46,6751642289996;-23,5272904989996;88006.0;1.0
4186468001307;ASSOCIACAO ALIANCA DE MISERICORDIA;MORADA NOVA LUZ;2011-05-10;não;;;RUA HELVETIA234, CAMPOS ELISEOS, São Paulo, SP, 01215010;S�O PAULO;SP;-46,6454649449996;-23,5357133399996;87115.0;1.0
4407012000196;COMUNIDADE TERAPEUTICA MAE DA VIDA;;2001-04-24;não;;;RODOVIA PEDRO RODRIGUES GARCIASN, KM    2.5, ENGENHO VELHO, Itapeva, SP, 18400970;ITAPEVA;SP;-48,8369942629996;-24,0594798049996;87204.0;1.0
4399776000187;ASSOCIACAO BENEFICENTE ALZIRA DENISE HERTZOG DA SILVA - ABADHS;INSTITUTO DEVIVE;2001-04-02;não;;;RUA GENERAL FURTADO DO NASCIMENTO684, CONJUNTO 14, ALTO DE PINHEIROS, São Paulo, SP, 05465070;S�O PAULO;SP;-46,7258887679996;-23,5502158049996;94308.0;1.0
4407319000197;CENTRO DE APOIO ACAO E TRANSFORMACAO '' OIA EU '';;2001-03-27;não;;;RUA NOVE DE JULHO114, VILA ROMANOPOLIS, Ferraz de Vasconcelos, SP, 08500135;FERRAZ DE VASCONCELOS;SP;-46,3661489529996;-23,5469889479996;85112.0;1.0
4590929000179;ASSOCIACAO DE APOIO A INFANCIA E ADOLESCENCIA - NOSSA TURMA;NOSSA TURMA;2001-07-13;não;;;AVENIDA DR. GASTAO VIDIGAL1946, VILA LEOPOLDINA, São Paulo, SP, 05316900;S�O PAULO;SP;-46,7409247939996;-23,5239745589996;85112.0;1.0
4601275000131;ESPACO CULTURAL PES NO CHAO;ESPACO CULTURAL PES NO CHAO;2001-08-02;não;;;RUA MACAPA72, BARRA VELHA, Ilhabela, SP, 11630000;ILHABELA;SP;-45,3732537369996;-23,8276455749996;90019.0;1.0
14755550000125;INSTITUTO EDUCACIONAL, BENEFICENTE, ISRAELITA - BRASILEIRO, RELIGIOSO - ORTODOXO BEIT YAKOV;INSTITUTO EDUCACIONAL BEIT YAKOV;2011-11-24;não;;;RUA MARACAI88, ACLIMACAO, São Paulo, SP, 01534030;S�O PAULO;SP;-46,6267340149996;-23,5719089489996;85121.0;1.0
7060891000110;APAE DE CAJOBI;;2004-10-25;não;;;RUA OLGA BERNARDES ZAMPERLINI02, CENTRO, Cajobi, SP, 15410000;CAJOBI;SP;-48,8067923249996;-20,8777605629996;94308.0;1.0
7177002000108;'' ITACOLOMI '' - INSTITUTO DE APOIO SOCIAL DE VINHEDO;ITACOLOMI;2004-02-09;não;;;RUA TREZE DE MAIO, 190, , VILA GARCES, Vinhedo, SP, 13285546;VINHEDO;SP;-47,011453;-23,041619;94308.0;1.0
7270546000101;ASSOCIACAO PELA SAUDE EMOCIONAL DE CRIANCAS;ASEC+;2005-02-24;não;;;RUA BELA CINTRA, 643, CONJ  82, CONSOLACAO, São Paulo, SP, 01415901;S�O PAULO;SP;-46,660654;-23,555788;88006.0;1.0
7230542000108;ASSOCIACAO DESPORTIVA INDEPENDENTE DE AGUDOS;;2005-01-19;não;;;"RUA XV DE NOVEMBRO606, : C;, CENTRO, Agudos, SP, 17120001";AGUDOS;SP;-49,3083897919996;-22,7222153929996;93191.0;1.0
7741355000180;ASSOCIACAO BENEFICENTE NOSSA SENHORA DE GUADALUPE;;2005-06-30;não;;;"PRACA JULIO DANTAS45, SALA: 1;, CANELEIRA, Santos, SP, 11085605";SANTOS;SP;-46,3668334719996;-23,9454252859996;87204.0;1.0
58251315000191;CONGREGACAO SANTISTA DE SURDOS;CIES - CENTRO DE INCLUSAO EDUCACIONAL PARA SURDOS;1970-04-28;não;;;RUA TOCANTINS4, GONZAGA, Santos, SP, 11055340;SANTOS;SP;-46,3293310439996;-23,9619531449996;94308.0;1.0
59035642000179;CENTRO DE ATENDIMENTO A SINDROME DE DOWN BEM TE VI;;1991-04-26;não;;;RUA PAULO EIRO21, VILA SANTANA II, Jundiaí, SP, 13219023;JUNDIA�;SP;-46,8676533709996;-23,1899188929996;94308.0;1.0
58983149000118;ASSOCIACAO BENEFICENTE ONCOLOGICA DE SOROCABA;ABOS;1988-10-31;não;;;RUA JOAO CRESPO LOPES, 460, , JARDIM AMERICA, Sorocaba, SP, 18046785;SOROCABA;SP;-47,470923;-23,519494;87115.0;1.0
59829622000170;CENTRO SOCIAL PADRE CICERO ROMAO;;1988-11-10;não;;;AVENIDA DOS LATINOS627, SALA  1, JARDIM SANTA TEREZINHA, São Paulo, SP, 03572000;S�O PAULO;SP;-46,4979566799996;-23,5728266789996;88006.0;1.0
59829622000331;CENTRO SOCIAL PADRE CICERO ROMAO;CCA SANTA TEREZINHA;1992-03-18;não;;;AVENIDA DOS LATINOS627, J STA TEREZINHA, São Paulo, SP, 03572000;S�O PAULO;SP;-46,4979566799996;-23,5728266789996;88006.0;1.0
59983775000177;APASMA ASSOCIACAO DE PAIS E AMIGOS DOS SURDOS DE MAUA;;1990-09-14;não;;;RUA SANTO ANDRE255, JD HAYDEE, Mauá, SP, 09370310;MAU�;SP;-46,4618355299996;-23,6750046479996;94308.0;1.0
58409871000143;CENTRO SOCIAL SANTO DIAS;;1987-12-29;não;;;AVENIDA OTACILIO TOMANIK1555, RIO PEQUENO, São Paulo, SP, 05363101;S�O PAULO;SP;-46,7501368429996;-23,5691526189996;94308.0;1.0
57740359000112;ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MIRACATU;APAE;1989-10-25;não;;;RUA BENEDITO MOURA35, JARDIM MIRACATU, Miracatu, SP, 11850000;MIRACATU;SP;-47,4534638459996;-24,2824486319996;88006.0;1.0
60980364000450;CENTRO SOCIAL LEAO XIII;CCA LEAO XIII - SONIA VIDIGAL;1993-11-18;não;;;RUA SGTO AGOSTINHO FERREIRA729, VL MARIA ALTA, São Paulo, SP, 02129001;S�O PAULO;SP;-46,5873483299996;-23,5031155369996;88006.0;1.0
61600839000155;CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E;;1966-08-30;não;;;RUA TABAPUA445, ITAIM BIBI, São Paulo, SP, 04533011;S�O PAULO;SP;-46,6751153369996;-23,5829728429996;88006.0;1.0
61600839000236;CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E;;1978-05-30;não;;;AVENIDA ALFREDO IGNACIO NOGUEIRA PENIDO255, SALA  1303 E 1304, PARQUE RESIDENCIAL AQUARIUS, São José dos Campos, SP, 12246000;S�O JOS� DOS CAMPOS;SP;-45,9067156789996;-23,2155798959996;88006.0;1.0
61669966000100;FEDERACAO ESPIRITA DO ESTADO DE SAO PAULO;FEESP;1967-07-25;não;;;RUA MARIA PAULA140, EDIF  158, BELA VISTA, São Paulo, SP, 01319000;S�O PAULO;SP;-46,6386981449996;-23,5521360399996;88006.0;1.0
62263678000114;FUNDACAO BENEFICENTE ELIJASS GLIKSMANIS;;1989-07-11;não;;;AVENIDA PAULISTA1636, ANDAR 7                   CONJ  710, CERQUEIRA CESAR, São Paulo, SP, 01310200;S�O PAULO;SP;-46,6597758809996;-23,5585982769996;94308.0;1.0
64032584000160;ASSOCIACAO BRASILEIRA DE INCENTIVO E APOIO AO HOMEM;;1990-09-14;não;;;RUA ANDRE SARAIVA783, VILA SONIA, São Paulo, SP, 05626001;S�O PAULO;SP;-46,7349741149996;-23,5964916409996;88006.0;1.0
67662536000143;ASSOCIACAO PRUDENTINA DE INCENTIVO A VIDA - APIV;;1992-12-21;não;;;AVENIDA MANOEL GOULART3129, ANEXO APPA, VILA SANTA HELENA, Presidente Prudente, SP, 19060000;PRESIDENTE PRUDENTE;SP;-51,4161458179996;-22,1216861919996;94308.0;1.0
71725949000105;ASSOCIACAO PAULISTA DE TERAPIA FAMILIAR;;1993-07-14;não;;;RUA COMEN MIGUEL CALFAT, 128, CONJ  120, VILA NOVA CONCEICAO, São Paulo, SP, 04537080;S�O PAULO;SP;-46,6739525863;-23,5925358271;94308.0;1.0
5108918000172;AMIGOS DO BEM INSTITUICAO NACIONAL CONTRA A FOME E A MISERIA;AMIGOS DO BEM;2002-05-15;não;;;RUA DOUTOR GABRIEL DE RESENDE122, VILA INVERNADA, São Paulo, SP, 03350005;S�O PAULO;SP;-46,5637300159996;-23,5719775769996;94308.0;1.0
5160708000123;SOCIEDADE AMIGOS DA 3A. IDADE SAO FRANCISCO DE ASSIS;;2002-02-25;não;;;RUA AGENOR DE BRITO15, VILA SAO FRANCISCO, São Paulo, SP, 03679030;S�O PAULO;SP;-46,4898617279996;-23,5189134099996;94995.0;1.0
4023060000857;INSTITUTO LIRIOS DO VALE;ABRIGO 'LIRIOS DO VALE II' - UNIDADE 7;2014-07-24;não;;;RUA DOUTOR ARMANDO PINTO416, COMPANHIA FAZENDA BELEM, Franco da Rocha, SP, 07803000;FRANCO DA ROCHA;SP;-46,7335773349996;-23,3295955039996;87301.0;1.0
2542197000116;COMSAGRA - COMUNIDADE SALTO GRANDE;COMSAGRA;1998-04-28;não;;;AVENIDA DR. OSCAR THOMPSON FILHOS/N,       CHACARA 82 E 83, VILA DOS PESCADORES, Salto Grande, SP, 19920000;SALTO GRANDE;SP;-49,9836062539996;-22,8898678959996;87204.0;1.0
2656298000118;SERVICO DE ASSISTENCIA SOCIAL MEIMEI - S.A.S;;1998-07-29;não;;;RUA JOAQUIM DE OLIVEIRA, 806, , CENTRO, Santa Bárbara d'Oeste, SP, 13450038;SANTA B�RBARA D'OESTE;SP;-47,4144929775;-22,7503785224;94308.0;1.0
2677547000151;SOCIEDADE ESPIRITA MARIA DE NAZARE;;1998-07-10;não;;;RUA CORSINI108, CENTRO, Jardinópolis, SP, 14680000;JARDIN�POLIS;SP;-47,7680866989996;-21,0260459609996;94910.0;1.0
